"id";"loan_amnt";"funded_amnt";"term";"int_rate";"installment";"grade";"emp_title";"emp_length";"home_ownership";"annual_inc";"verification_status";"issue_d";"loan_status";"desc";"title";"zip_code";"addr_state";"dti";"delinq_2yrs";"earliest_cr_line";"fico_range_low";"fico_range_high";"inq_last_6mths";"mths_since_last_delinq";"mths_since_last_record";"open_acc";"pub_rec";"revol_bal";"revol_util";"total_acc";"initial_list_status";"out_prncp";"out_prncp_inv";"total_pymnt";"total_pymnt_inv";"total_rec_prncp";"total_rec_int";"total_rec_late_fee";"recoveries";"collection_recovery_fee";"last_pymnt_d";"last_pymnt_amnt";"next_pymnt_d";"last_credit_pull_d";"last_fico_range_high";"last_fico_range_low";"collections_12_mths_ex_med";"mths_since_last_major_derog";"policy_code";"application_type";"annual_inc_joint";"dti_joint";"verification_status_joint";"acc_now_delinq";"tot_coll_amt";"tot_cur_bal";"open_acc_6m";"open_act_il";"open_il_12m";"open_il_24m";"mths_since_rcnt_il";"total_bal_il"
187;12000;12000;" 60 months";9.92;254.5;"B";"Senior Engineer";"2 years";"MORTGAGE";120000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"275xx";"NC";9.14;0;"Sep-99";695;699;0;28;"";7;0;18542;64.4;21;"w";10220.09;10220.09;2795.27;2795.27;1779.91;1015.36;0;0;0;"19-Mar";254.5;"19-Apr";"19-Mar";624;620;0;"28";1;"Individual";"";"";"";0;318;45140;1;1;0;1;22;26598
188;4400;4400;" 36 months";9.92;141.82;"B";"merchandiser";"1 year";"RENT";27100;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"335xx";"FL";20.46;0;"6-May";685;689;0;42;"";5;0;3997;64.5;9;"w";3190.93;3190.93;1555.17;1555.17;1209.07;346.1;0;0;0;"19-Feb";141.82;"19-Apr";"19-Mar";729;725;0;"";1;"Individual";"";"";"";0;0;18947;0;1;0;1;24;14950
189;24000;24000;" 36 months";7.96;751.63;"A";"Adminstrative Analyst";"10+ years";"RENT";109000;"Source Verified";"18-Mar";"Fully Paid";"";"Home improvement";"913xx";"CA";39.25;0;"Sep-88";745;749;0;0;"91";26;1;6041;18.4;45;"w";0.0;0.0;24091.15766;24091.16;24000.0;91.16;0;0;0;"18-May";2864.02;"";"19-Jan";749;745;0;"";1;"Individual";"";"";"";0;0;179152;0;14;0;4;16;173111
190;17000;17000;" 36 months";11.98;564.49;"B";"Project Manager ";"3 years";"OWN";87700;"Source Verified";"18-Mar";"Current";"";"Other";"750xx";"TX";30.72;0;"8-Jun";715;719;0;0;"";20;0;50209;41.8;27;"w";12434.11;12434.11;6186.76;6186.76;4565.89;1620.87;0;0;0;"19-Feb";564.49;"19-Apr";"19-Mar";634;630;0;"";1;"Individual";"";"";"";0;0;123697;0;2;1;1;10;73488
191;30000;30000;" 36 months";6.07;913.61;"A";"Wealth Management Associate";"10+ years";"MORTGAGE";71000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"531xx";"WI";12.14;0;"May-94";750;754;1;0;"";23;0;52029;35.0;32;"w";21404.33;21404.33;10029.48;10029.48;8595.67;1433.81;0;0;0;"19-Feb";913.61;"19-Apr";"19-Mar";769;765;0;"";1;"Individual";"";"";"";0;0;117578;1;0;0;0;144;0
192;4000;4000;" 36 months";17.47;143.55;"D";"retail sales";"10+ years";"RENT";112000;"Source Verified";"18-Mar";"Current";"";"Other";"705xx";"LA";12.36;1;"Oct-87";660;664;1;23;"25";8;3;8265;81.8;10;"f";2990.13;2990.13;1571.29;1571.29;1009.87;561.42;0;0;0;"19-Feb";143.55;"19-Apr";"19-Mar";689;685;0;"23";1;"Individual";"";"";"";0;0;24644;1;4;1;2;6;16379
193;24000;24000;" 60 months";14.07;559.31;"C";"Software Engineer";"2 years";"MORTGAGE";95000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"852xx";"AZ";28.56;0;"7-Jul";690;694;0;0;"";17;0;56467;49.0;21;"w";20757.32;20757.32;6114.89;6114.89;3242.68;2872.21;0;0;0;"19-Mar";559.31;"19-Apr";"19-Mar";709;705;0;"";1;"Individual";"";"";"";0;0;497188;0;2;1;1;10;28545
194;17000;17000;" 60 months";14.07;396.18;"C";"Facility maintenance manager";"3 years";"MORTGAGE";100000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"751xx";"TX";27.33;2;"3-Jan";695;699;1;20;"";18;0;16475;71.6;53;"w";14703.16;14703.16;4331.4;4331.4;2296.84;2034.56;0;0;0;"19-Mar";396.18;"19-Apr";"19-Mar";739;735;0;"26";1;"Individual";"";"";"";0;0;401528;2;11;2;4;2;137291
195;20000;20000;" 60 months";30.65;655.08;"F";"Purchasing Manager";"4 years";"MORTGAGE";45000;"Verified";"18-Mar";"Charged Off";"";"Credit card refinancing";"800xx";"CO";43.63;0;"8-Nov";685;689;0;0;"118";18;1;13659;56.9;21;"w";0.0;0.0;5438.71;5438.71;599.47;1952.74;0;2887;520;"18-Aug";655.08;"";"19-Jan";554;550;0;"";1;"Joint App";"145000";"32.01";"Verified";0;0;529063;0;9;1;3;8;74050
196;5000;5000;" 36 months";14.07;171.06;"C";"Security Officer";"7 years";"RENT";43000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"900xx";"CA";9.32;0;"12-Jul";705;709;0;0;"";5;0;4640;47.3;6;"f";3688.1;3688.1;1873.84;1873.84;1311.9;561.94;0;0;0;"19-Feb";171.06;"19-Apr";"19-Mar";674;670;0;"";1;"Individual";"";"";"";0;0;8286;1;1;0;2;17;3646
197;14150;14150;" 60 months";20.39;377.97;"D";"Manager";"10+ years";"RENT";118000;"Source Verified";"18-Mar";"Late (31-120 days)";"";"Debt consolidation";"302xx";"GA";26.53;0;"1-Aug";720;724;2;41;"";12;0;9739;20.1;31;"w";12824.6;12824.6;3369.67;3369.67;1325.4;2044.27;0;0;0;"19-Jan";377.97;"19-Apr";"19-Mar";674;670;0;"41";1;"Individual";"";"";"";0;0;70116;1;3;3;3;6;60377
198;8000;8000;" 36 months";6.07;243.63;"A";"Air traffic controller";"8 years";"MORTGAGE";145000;"Not Verified";"18-Mar";"Fully Paid";"";"Credit card refinancing";"335xx";"FL";13.25;0;"9-Jul";770;774;0;0;"";14;0;10213;17.7;19;"w";0.0;0.0;8285.949391;8285.95;8000.0;285.95;0;0;0;"18-Dec";3.31;"";"18-Nov";724;720;0;"";1;"Individual";"";"";"";0;0;360870;0;2;1;2;9;53909
199;10000;10000;" 36 months";6.07;304.54;"A";"Selling supervisor ";"< 1 year";"RENT";60000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"891xx";"NV";14.49;0;"May-99";775;779;0;0;"";7;0;5292;24.8;11;"w";7134.74;7134.74;3343.2;3343.2;2865.26;477.94;0;0;0;"19-Feb";304.54;"19-Apr";"19-Mar";759;755;0;"";1;"Individual";"";"";"";0;0;20148;0;1;0;0;33;14856
200;7000;7000;" 36 months";10.9;228.84;"B";"Brand Ambassador";"1 year";"RENT";38200;"Not Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"284xx";"NC";8.15;0;"1-Sep";660;664;0;63;"";4;0;694;21.0;7;"w";0.0;0.0;7383.46671;7383.47;7000.0;383.47;0;0;0;"18-Dec";3790.07;"";"18-Nov";699;695;0;"63";1;"Individual";"";"";"";0;0;694;0;0;0;0;89;0
201;10000;10000;" 36 months";13.58;339.74;"C";"Office Manager, R.D.A.";"10+ years";"MORTGAGE";140000;"Not Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"945xx";"CA";10.66;1;"4-Sep";665;669;0;14;"";27;0;33514;63.8;39;"w";0.0;0.0;11161.4824;11161.48;10000.0;1161.48;0;0;0;"19-Mar";7757.04;"";"19-Mar";664;660;0;"";1;"Individual";"";"";"";0;0;586854;2;2;1;3;6;162717
202;4000;4000;" 36 months";6.07;121.82;"A";"Plumber";"10+ years";"MORTGAGE";72000;"Not Verified";"18-Mar";"Current";"";"Major purchase";"480xx";"MI";3.2;0;"Oct-89";800;804;0;0;"";4;0;4670;17.6;12;"w";2853.85;2853.85;1337.32;1337.32;1146.15;191.17;0;0;0;"19-Feb";121.82;"19-Apr";"19-Mar";749;745;0;"";1;"Individual";"";"";"";0;0;164090;0;1;1;1;9;5175
203;5000;5000;" 36 months";7.34;155.17;"A";"Manager";"5 years";"RENT";46592;"Source Verified";"18-Mar";"Current";"";"Other";"349xx";"FL";5.67;0;"14-Mar";710;714;0;0;"";5;0;7101;40.1;6;"w";3453.62;3453.62;1845.39;1845.39;1546.38;299.01;0;0;0;"19-Mar";155.17;"19-Apr";"19-Mar";674;670;0;"";1;"Individual";"";"";"";0;0;7101;0;0;0;0;34;0
204;28100;28100;" 36 months";16.01;988.06;"C";"Software Developer";"< 1 year";"RENT";72000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"926xx";"CA";29.15;0;"11-Aug";720;724;0;0;"";20;0;14289;28.9;20;"w";20886.82;20886.82;10818.67;10818.67;7213.18;3605.49;0;0;0;"19-Feb";988.06;"19-Apr";"19-Mar";679;675;0;"";1;"Individual";"";"";"";0;0;97276;1;13;2;3;2;82987
205;40000;40000;" 36 months";6.71;1229.79;"A";"physician";"10+ years";"MORTGAGE";250000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"544xx";"WI";7.63;0;"May-84";725;729;0;0;"";14;0;29843;50.4;27;"w";28617.97;28617.97;13497.87;13497.87;11382.03;2115.84;0;0;0;"19-Feb";1229.79;"19-Apr";"19-Mar";724;720;0;"";1;"Individual";"";"";"";0;0;267993;0;1;0;0;44;5182
206;11000;11000;" 36 months";7.34;341.37;"A";"Sales Operation";"1 year";"RENT";60000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"950xx";"CA";20.1;0;"11-Aug";715;719;0;0;"";9;0;11962;47.1;11;"w";7891.13;7891.13;3746.1;3746.1;3108.87;637.23;0;0;0;"19-Feb";341.37;"19-Apr";"19-Mar";754;750;0;"";1;"Individual";"";"";"";0;0;31712;1;1;0;0;29;19750
207;10000;10000;" 60 months";18.45;256.39;"D";"Store Manager ";"4 years";"RENT";27400;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"802xx";"CO";18.83;0;"5-Mar";710;714;0;0;"";4;0;6274;96.5;7;"f";8780.04;8780.04;2799.79;2799.79;1219.96;1579.83;0;0;0;"19-Feb";256.39;"19-Apr";"19-Mar";769;765;0;"";1;"Individual";"";"";"";0;0;7408;0;1;0;0;38;1134
208;20000;20000;" 36 months";14.07;684.24;"C";"Store Manager";"2 years";"RENT";82600;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"900xx";"CA";19.47;0;"14-Mar";695;699;1;0;"";5;0;11422;51.0;7;"w";14752.39;14752.39;7495.37;7495.37;5247.61;2247.76;0;0;0;"19-Feb";684.24;"19-Apr";"19-Mar";694;690;0;"";1;"Individual";"";"";"";0;0;72252;1;1;1;1;6;60830
209;35000;35000;" 60 months";14.07;815.66;"C";"Speech Pathologist";"8 years";"OWN";102000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"914xx";"CA";17.02;0;"2-Sep";765;769;0;0;"";8;0;19450;26.2;19;"w";30271.09;30271.09;8917.54;8917.54;4728.91;4188.63;0;0;0;"19-Feb";815.66;"19-Apr";"19-Mar";724;720;0;"";1;"Individual";"";"";"";0;0;46964;0;3;1;2;10;27514
210;3200;3200;" 36 months";16.01;112.52;"C";"Telecommunicator";"1 year";"RENT";30000;"Source Verified";"18-Mar";"Fully Paid";"";"Other";"326xx";"FL";13.52;0;"7-Sep";710;714;2;58;"";16;0;13;0.2;31;"w";0.0;0.0;3378.985965;3378.99;3200.0;178.99;0;0;0;"18-Aug";3047.12;"";"18-Dec";664;660;0;"58";1;"Individual";"";"";"";0;880;71843;1;4;2;4;3;71830
211;6000;6000;" 36 months";20.39;224.18;"D";"PHLOBOTOMY";"2 years";"RENT";31000;"Not Verified";"18-Mar";"Charged Off";"";"Home improvement";"751xx";"TX";20.79;0;"12-May";705;709;0;0;"";9;0;0;0.0;9;"w";0.0;0.0;225.59;225.59;122.23;88.36;15;0;0;"18-May";239.18;"";"19-Mar";644;640;0;"";1;"Joint App";"114000";"21.61";"Not Verified";0;0;39627;0;7;1;3;8;39627
212;17600;17600;" 36 months";19.42;648.89;"D";"Security Guard";"< 1 year";"OWN";75000;"Source Verified";"18-Mar";"Late (31-120 days)";"";"Debt consolidation";"140xx";"NY";11.97;0;"9-Sep";675;679;0;0;"";15;0;15428;30.6;23;"w";14103.12;14103.12;5802.03;5802.03;3496.88;2305.15;0;0;0;"19-Jan";648.89;"19-Apr";"19-Mar";694;690;0;"";1;"Individual";"";"";"";0;51;22888;0;1;1;1;10;7460
213;12000;12000;" 60 months";15.04;285.74;"C";"legal secretary";"7 years";"MORTGAGE";89000;"Not Verified";"18-Mar";"Fully Paid";"";"Medical expenses";"207xx";"MD";21.15;1;"May-89";690;694;0;10;"";15;0;33959;62.9;22;"w";0.0;0.0;13315.4466;13315.45;12000.0;1315.45;0;0;0;"19-Jan";11049.58;"";"19-Jan";624;620;0;"10";1;"Individual";"";"";"";0;0;182648;0;1;0;0;27;19403
214;16000;16000;" 60 months";12.61;360.87;"C";"Pharmacist";"10+ years";"MORTGAGE";130000;"Not Verified";"18-Mar";"Current";"";"Home improvement";"379xx";"TN";22.92;2;"Feb-00";745;749;2;16;"";15;0;9590;18.7;25;"w";13548.69;13548.69;4275.21;4275.21;2451.31;1823.9;0;0;0;"19-Mar";360.87;"19-Apr";"19-Mar";699;695;0;"";1;"Individual";"";"";"";0;0;215252;1;3;1;4;4;82467
215;4800;4800;" 36 months";10.41;155.81;"B";"Computer Analyst";"10+ years";"RENT";56000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"112xx";"NY";15.95;0;"Apr-78";685;689;0;0;"";10;0;21303;55.2;15;"f";3488.21;3488.21;1725.1;1725.1;1311.79;413.31;0;0;0;"19-Mar";155.81;"19-Apr";"19-Mar";684;680;0;"";1;"Individual";"";"";"";0;0;38567;2;2;1;2;1;17264
216;4800;4800;" 36 months";9.43;153.61;"B";"SERVICE MANAGER";"5 years";"RENT";65000;"Not Verified";"18-Mar";"Charged Off";"";"Major purchase";"346xx";"FL";18.33;0;"4-Jun";720;724;0;0;"99";12;1;14323;36.7;20;"w";0.0;0.0;913.39;913.39;232.69;69.5;0;611;110;"18-Jun";153.61;"";"18-Nov";554;550;0;"";1;"Individual";"";"";"";0;0;29175;0;2;1;3;12;14852
217;16000;16000;" 36 months";10.41;519.37;"B";"Art director";"5 years";"RENT";66000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"928xx";"CA";31.67;0;"7-May";705;709;0;0;"";7;0;26977;77.7;15;"w";11627.34;11627.34;5708.44;5708.44;4372.66;1335.78;0;0;0;"19-Mar";519.37;"19-Apr";"19-Mar";764;760;0;"";1;"Individual";"";"";"";0;0;34985;0;2;0;0;26;8008
218;10000;10000;" 36 months";7.96;313.18;"A";"Elementary School Teacher";"3 years";"RENT";67000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"937xx";"CA";12.04;0;"7-May";755;759;0;0;"";22;0;3107;21.3;36;"w";7192.8;7192.8;3440.24;3440.24;2807.2;633.04;0;0;0;"19-Mar";313.18;"19-Apr";"19-Mar";719;715;0;"";1;"Individual";"";"";"";0;0;107247;1;15;0;1;13;104140
219;36000;36000;" 36 months";6.71;1106.81;"A";"Mechanic";"4 years";"RENT";110000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"940xx";"CA";4.92;0;"Nov-98";685;689;0;57;"";9;0;21998;52.1;20;"w";25756.18;25756.18;12148.07;12148.07;10243.82;1904.25;0;0;0;"19-Feb";1106.81;"19-Apr";"19-Mar";719;715;0;"";1;"Individual";"";"";"";0;0;21998;1;0;0;0;39;0
220;30000;30000;" 60 months";17.47;753.18;"D";"driver";"10+ years";"MORTGAGE";86000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"199xx";"DE";36.51;0;"1-May";690;694;0;0;"";26;0;39454;32.2;51;"w";26254.51;26254.51;8226.75;8226.75;3745.49;4481.26;0;0;0;"19-Feb";753.18;"19-Apr";"19-Mar";689;685;0;"";1;"Individual";"";"";"";0;0;232132;2;4;1;2;5;192678
221;25000;25000;" 60 months";13.58;576.28;"C";"Risk Manager";"10+ years";"MORTGAGE";102000;"Source Verified";"18-Mar";"Current";"";"Other";"852xx";"AZ";14.55;0;"Aug-95";665;669;0;45;"";7;0;4808;82.9;24;"w";21584.07;21584.07;6301.36;6301.36;3415.93;2885.43;0;0;0;"19-Mar";576.28;"19-Apr";"19-Mar";704;700;0;"45";1;"Individual";"";"";"";0;0;268930;1;2;1;1;11;45557
222;16000;16000;" 60 months";24.84;468.13;"E";"Therapist";"2 years";"RENT";55000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"600xx";"IL";33.36;0;"Aug-80";685;689;1;0;"";25;0;29630;52.2;43;"w";14327.78;14327.78;5105.27;5105.27;1672.22;3433.05;0;0;0;"19-Feb";468.13;"19-Apr";"19-Mar";729;725;0;"";1;"Individual";"";"";"";0;0;173667;2;14;0;1;19;144037
223;2500;2500;" 36 months";9.43;80.01;"B";"electrician ";"2 years";"RENT";36000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"908xx";"CA";15.53;0;"13-Jul";770;774;0;0;"";7;0;2416;14.1;7;"w";1743.48;1743.48;948.56;948.56;756.52;192.04;0;0;0;"19-Mar";80.01;"19-Apr";"19-Mar";734;730;0;"";1;"Individual";"";"";"";0;0;3694;0;1;0;0;56;1278
224;32000;32000;" 60 months";15.04;761.95;"C";"Financemgr";"5 years";"MORTGAGE";95000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"871xx";"NM";23.06;3;"Oct-95";660;664;0;11;"";19;0;34229;75.6;57;"w";27771.92;27771.92;8327.97;8327.97;4228.08;4099.89;0;0;0;"19-Mar";761.95;"19-Apr";"19-Mar";664;660;0;"11";1;"Individual";"";"";"";0;5672;179201;2;3;2;5;9;27354
225;15000;15000;" 60 months";21.85;413.01;"D";"Sales Rep";"< 1 year";"RENT";35000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"844xx";"UT";14.61;0;"4-Jan";710;714;0;0;"";9;0;10349;25.6;10;"w";13313.24;13313.24;4506.69;4506.69;1686.76;2819.93;0;0;0;"19-Feb";413.01;"19-Apr";"19-Mar";699;695;0;"";1;"Individual";"";"";"";0;0;14522;2;1;1;1;9;4173
226;19000;19000;" 36 months";10.9;621.14;"B";"machine operator";"10+ years";"MORTGAGE";120000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"604xx";"IL";11.74;1;"Aug-96";695;699;1;4;"";17;0;11348;33.9;36;"w";13835.57;13835.57;6809.53;6809.53;5164.43;1645.1;0;0;0;"19-Feb";621.14;"19-Apr";"19-Mar";684;680;0;"";1;"Individual";"";"";"";0;0;206857;0;2;2;6;8;13272
227;35500;35500;" 60 months";11.98;789.32;"B";"PROJECT MANAGER";"2 years";"RENT";111000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"220xx";"VA";16.15;0;"3-Sep";700;704;1;0;"";15;0;29659;35.2;55;"w";30472.56;30472.56;8635.27;8635.27;5027.44;3607.83;0;0;0;"19-Feb";789.32;"19-Apr";"19-Mar";709;705;0;"";1;"Individual";"";"";"";0;7614;202681;0;4;0;2;21;173022
228;36250;36250;" 36 months";19.42;1336.5;"D";"Paralegal";"7 years";"MORTGAGE";45000;"Source Verified";"18-Mar";"Late (31-120 days)";"";"Debt consolidation";"068xx";"CT";62.7;1;"2-Dec";695;699;0;17;"";36;0;43221;45.0;64;"w";29900.16;29900.16;10613.78;10613.78;6349.84;4263.94;0;0;0;"18-Dec";1336.5;"19-Apr";"19-Mar";619;615;0;"";1;"Joint App";"258000";"30.04";"Source Verified";0;0;197102;0;6;0;0;57;153881
229;20000;20000;" 60 months";7.34;399.25;"A";"Director of the Binghamton Fund";"5 years";"MORTGAGE";82000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"138xx";"NY";10.86;0;"5-Sep";800;804;0;0;"";9;0;6218;14.5;16;"w";16859.02;16859.02;4379.41;4379.41;3140.98;1238.43;0;0;0;"19-Feb";399.25;"19-Apr";"19-Mar";819;815;0;"";1;"Joint App";"144000";"12.65";"Verified";0;0;191142;1;3;1;2;3;24649
230;5000;5000;" 36 months";13.58;169.87;"C";"Accounting clerk ";"10+ years";"RENT";372000;"Source Verified";"18-Mar";"Current";"";"Credit card refinancing";"720xx";"AR";1.91;1;"5-May";665;669;1;15;"";6;0;1427;38.6;13;"w";3680.89;3680.89;1861.03;1861.03;1319.11;541.92;0;0;0;"19-Feb";169.87;"19-Apr";"19-Mar";679;675;1;"15";1;"Individual";"";"";"";0;0;22640;2;1;0;1;21;21213
231;20000;20000;" 60 months";13.58;461.03;"C";"VP of Operations";"3 years";"RENT";116000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"281xx";"NC";12.5;0;"Dec-91";675;679;0;65;"";7;0;7156;56.3;17;"w";17267.18;17267.18;5041.15;5041.15;2732.82;2308.33;0;0;0;"19-Mar";461.03;"19-Apr";"19-Mar";709;705;0;"";1;"Individual";"";"";"";0;396;22723;0;1;0;0;37;15567
232;9500;9500;" 36 months";13.58;322.76;"C";"Senior Payroll Specialist";"10+ years";"RENT";64709;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"217xx";"MD";25.63;0;"2-Jul";680;684;0;60;"";9;0;29601;84.1;15;"w";6993.6;6993.6;3536.03;3536.03;2506.4;1029.63;0;0;0;"19-Feb";322.76;"19-Apr";"19-Mar";674;670;0;"";1;"Individual";"";"";"";0;0;39553;1;2;0;0;41;9952
233;3000;3000;" 36 months";14.07;102.64;"C";"Production Associate ";"< 1 year";"RENT";35000;"Source Verified";"18-Mar";"Current";"";"Other";"296xx";"SC";1.03;0;"9-Jun";755;759;0;0;"";1;0;174;5.8;4;"f";2100.01;2100.01;1224.35;1224.35;899.99;324.36;0;0;0;"19-Feb";102.64;"19-Apr";"19-Mar";724;720;0;"";1;"Individual";"";"";"";0;0;174;0;0;0;0;0;0
234;7500;7500;" 36 months";7.34;232.75;"A";"Vice President, Client Services";"10+ years";"OWN";300000;"Verified";"18-Mar";"Fully Paid";"";"Other";"805xx";"CO";8.91;0;"2-Sep";720;724;1;43;"";9;0;12750;34.6;23;"f";0.0;0.0;7665.955092;7640.4;7500.0;165.96;0;0;0;"18-Aug";5973.83;"";"18-Mar";724;720;0;"68";1;"Joint App";"500000";"7.66";"Source Verified";0;0;423667;2;2;1;1;6;54103
235;18000;18000;" 36 months";10.41;584.29;"B";"Office Manager";"8 years";"OWN";85000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"615xx";"IL";20.92;0;"4-Jul";695;699;0;0;"";18;0;25946;47.4;29;"w";13080.77;13080.77;6406.37;6406.37;4919.23;1487.14;0;0;0;"19-Feb";584.29;"19-Apr";"19-Mar";764;760;0;"";1;"Individual";"";"";"";0;0;44616;0;1;0;1;19;18670
236;35000;35000;" 36 months";13.58;1189.09;"C";"Aviation Safety Inspector";"4 years";"MORTGAGE";134315;"Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"302xx";"GA";29.45;0;"Jul-93";695;699;0;60;"";17;0;82418;79.0;41;"w";0.0;0.0;36772.02839;36772.03;35000.0;1772.03;0;0;0;"18-Dec";10461.6;"";"18-Dec";729;725;0;"";1;"Individual";"";"";"";0;0;417233;3;4;0;0;36;20765
237;30000;30000;" 60 months";12.61;676.62;"C";"Executive Admin";"2 years";"MORTGAGE";65000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"194xx";"PA";4.32;0;"Sep-98";685;689;0;0;"";6;0;13505;84.4;15;"f";25809.34;25809.34;7419.44;7419.44;4190.66;3228.78;0;0;0;"19-Mar";676.62;"19-Apr";"19-Mar";729;725;0;"";1;"Individual";"";"";"";0;0;269706;0;3;0;0;138;2945
238;10000;10000;" 36 months";10.9;326.92;"B";"Security Analyst";"9 years";"MORTGAGE";70000;"Verified";"18-Mar";"Current";"";"Credit card refinancing";"254xx";"WV";6.05;0;"1-Feb";680;684;0;70;"41";9;2;9849;54.1;18;"f";7281.83;7281.83;3584.01;3584.01;2718.17;865.84;0;0;0;"19-Feb";326.92;"19-Apr";"19-Mar";699;695;0;"";1;"Individual";"";"";"";0;2157;388615;0;0;0;0;29;0
239;4000;4000;" 36 months";10.41;129.85;"B";"meat cutter";"10+ years";"OWN";45000;"Source Verified";"18-Mar";"Current";"";"Other";"295xx";"SC";14.35;0;"Oct-00";675;679;0;29;"";10;0;5715;35.9;20;"f";2906.75;2906.75;1423.72;1423.72;1093.25;330.47;0;0;0;"19-Feb";129.85;"19-Apr";"19-Mar";649;645;0;"29";1;"Individual";"";"";"";0;1030;20200;3;1;1;2;1;14485
240;6000;6000;" 36 months";6.07;182.73;"A";"HR Business Partner";"1 year";"MORTGAGE";85000;"Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"853xx";"AZ";26.67;0;"Sep-91";800;804;1;0;"";41;0;2689;2.0;62;"w";0.0;0.0;6035.173763;6035.17;6000.0;35.17;0;0;0;"18-May";6039.22;"";"18-Jul";799;795;0;"";1;"Individual";"";"";"";0;0;405502;3;7;2;4;6;142034
241;3000;3000;" 36 months";11.98;99.62;"B";"Electrician ";"4 years";"RENT";47000;"Source Verified";"18-Mar";"Fully Paid";"";"Medical expenses";"531xx";"WI";9.12;0;"14-Aug";755;759;0;0;"";5;0;453;6.6;5;"w";0.0;0.0;3175.417123;3175.42;3000.0;175.42;0;0;0;"18-Nov";1631.69;"";"18-Nov";749;745;0;"";1;"Individual";"";"";"";0;0;8331;0;1;0;0;43;7780
242;10000;10000;" 36 months";7.96;313.18;"A";"Manager";"5 years";"MORTGAGE";67000;"Source Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"322xx";"FL";29.57;0;"6-Apr";710;714;1;0;"103";15;1;8080;23.5;26;"w";0.0;0.0;10268.522;10268.52;10000.0;268.52;0;0;0;"18-Aug";9337.82;"";"19-Mar";714;710;0;"";1;"Individual";"";"";"";0;0;182792;1;3;2;4;4;50861
243;10000;10000;" 36 months";7.96;313.18;"A";"Network Administrator";"< 1 year";"RENT";55000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"483xx";"MI";8.86;0;"6-Dec";720;724;1;0;"";7;0;11538;38.0;17;"w";7192.81;7192.81;3436.14;3436.14;2807.19;628.95;0;0;0;"19-Feb";313.18;"19-Apr";"19-Mar";749;745;0;"";1;"Individual";"";"";"";0;0;20995;1;1;0;1;21;8537
244;28000;28000;" 60 months";20.39;747.92;"D";"Owner";"10+ years";"OWN";28000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"452xx";"OH";5.44;1;"6-Apr";705;709;1;4;"";7;0;2365;5.2;9;"w";24738.56;24738.56;8163.68;8163.68;3261.44;4902.24;0;0;0;"19-Feb";747.92;"19-Apr";"19-Mar";619;615;0;"";1;"Individual";"";"";"";0;0;2365;0;0;0;0;0;0
245;1200;1200;" 36 months";9.92;38.68;"B";"Operations Manager";"2 years";"MORTGAGE";120000;"Source Verified";"18-Mar";"Current";"";"Home improvement";"917xx";"CA";7.86;1;"4-Feb";680;684;0;6;"";7;0;5893;60.8;18;"w";778.08;778.08;514.16;514.16;421.92;92.24;0;0;0;"19-Feb";38.68;"19-Apr";"19-Mar";704;700;0;"68";1;"Individual";"";"";"";0;0;413474;1;4;1;5;5;21008
